Bid No,Items,Quantity,Department Name And Address,Start Date,End Date,RA available
GEM/2025/B/6756709,Nutrient Supplement for Soil Fertility and Soil Health (Sericulture use only),1250,Agriculture Department Andaman & Nicobar,2025-10-28T10:25:21Z,2025-10-28T10:25:21Z,No
GEM/2025/B/6756645,Rhizobium Inocultants (Bio Fertilizer)-IS:8268,290,Agriculture Department Andaman & Nicobar,2025-10-28T10:12:10Z,2025-10-28T10:12:10Z,No
GEM/2025/B/6735971,Repair and Overhauling Service - 4110 RRC FOR CAT MAIN ENGINE FITTED IN 06 NOS TUG; MAIN ENGINE; Ye,1,Ministry of Defence Department of Military Affairs,2025-10-30T17:04:46Z,2025-10-30T17:04:46Z,No
GEM/2025/B/6806083,Paper-based Printing Services - Printing with Material; Book/Booklet; Offset,99200,Education Department Andaman & Nicobar,2025-10-30T18:37:15Z,2025-10-30T18:37:15Z,No
GEM/2025/B/6839501,"FPO - Masoor Dal,Chicken Eggs,FPO - Rajma,FPO - Soya Beans,FPO - Moong Dal,FPO - Spices And Condime",48240,"Social Welfare Department, Andaman & Nicobar",2025-10-30T15:40:09Z,2025-10-30T15:40:09Z,No
GEM/2025/B/6840259,Provision of stand by Hydro Pneumatic Pressure Boosting System for WTP at VSI Airport,1,Ministry of Civil Aviation Airports Authority of India (AAI),2025-10-30T16:08:25Z,2025-10-30T16:08:25Z,No
GEM/2025/B/6831066,Repair and Overhauling Service - Ambulance; SML; No; Service Provider Premises,1,Ministry of Defence Department of Military Affairs,2025-10-29T13:46:47Z,2025-10-29T13:46:47Z,No
GEM/2025/B/6835445,Freezer Convertible refrigerator,1,Ministry of Agriculture and Farmers Welfare Department of Agricultural Research and Education (DARE),2025-10-29T14:22:26Z,2025-10-29T14:22:26Z,No
GEM/2025/B/6834952,High End Desktop Computer,1,Civil Supplies and Consumer Affairs Department Andaman & Nicobar,2025-10-29T12:34:11Z,2025-10-29T12:34:11Z,No
GEM/2025/B/6816268,Football,64,Ministry of Youth Affairs and Sports Department of Sports,2025-10-31T15:52:00Z,2025-10-31T15:52:00Z,No
GEM/2025/B/6816038,Volleyball (V3) Conforming to IS 417,67,Ministry of Youth Affairs and Sports Department of Sports,2025-10-31T15:59:20Z,2025-10-31T15:59:20Z,No
GEM/2025/B/6844363,Manpower Outsourcing Services - Minimum wage - Unskilled; Secondary School; Others,20,Ministry of Education Department of Higher Education,2025-10-31T15:28:17Z,2025-10-31T15:28:17Z,No
GEM/2025/B/6848911,Custom Bid for Services - REPAIR TO MAHINDRA CAMPER,1,Ministry of Defence Department of Military Affairs,2025-11-02T18:18:37Z,2025-11-02T18:18:37Z,No
GEM/2025/B/6849149,"0001510047J,257415101302,5407-4270-0150,5407-6466-0108,5407-4270-0151,2663-3570-3107",14,Ministry of Defence Department of Military Affairs,2025-11-03T09:08:37Z,2025-11-03T09:08:37Z,No
GEM/2025/B/6848436,"Diya curtain light,Gesto Diwali Diya Neon Sign strip light LED,Gesto SUbh Diwali LED Board,Audio Mi",45,Ministry of Defence Department of Military Affairs,2025-11-01T20:34:15Z,2025-11-01T20:34:15Z,No
GEM/2025/B/6848232,"2573-2910-0154,2573-4015-0123,2786-1599-9929,2786-1599-9966,L014-0200-0041",13,Ministry of Defence Department of Military Affairs,2025-11-02T09:43:28Z,2025-11-02T09:43:28Z,No
GEM/2025/B/6848580,"2789-0714-0106,NK0001845,NK001742,NK000082,NK001915,NK000084,NK001899",13,Ministry of Defence Department of Military Affairs,2025-11-02T10:06:31Z,2025-11-02T10:06:31Z,No
GEM/2025/B/6841096,Repair and Overhauling Service - Repair and Overhauling of Port Main Engine Alternator SL L-031 for,1,Ministry of Defence Department of Defence,2025-11-02T16:07:06Z,2025-11-02T16:07:06Z,No
GEM/2025/B/6848855,Repair and Overhauling Service - DEFECT RECTIFICATION ON STBD MAIN ENGINE EMU PARAMETER SL E-002 FO,1,Ministry of Defence Department of Defence,2025-11-02T16:26:24Z,2025-11-02T16:26:24Z,No
GEM/2025/B/6841709,Repair and Overhauling Service - 3821 OVERHAULING OF RMT CNC HEAVY DUTY LATHE MACHINE NSRY SVP; RMT,1,Ministry of Defence Department of Military Affairs,2025-10-30T19:10:54Z,2025-10-30T19:10:54Z,No
GEM/2025/B/6742828,Repair and Overhauling Service - 4571 RRC FOR SUPERSTRUCTURE WEATHER DECK ASSOCIATED FITTINGS ALUMI,1,Ministry of Defence Department of Military Affairs,2025-10-30T19:00:05Z,2025-10-30T19:00:05Z,No
GEM/2025/B/6736229,Repair and Overhauling Service - 4546 REPAIR RATE  CONTRACT FOR BOAT WORKS ONBOARD IN SHIPS FDNs  Y,1,Ministry of Defence Department of Military Affairs,2025-10-30T19:02:30Z,2025-10-30T19:02:30Z,No
GEM/2025/B/6846669,"54640-70A10,78811-M-78400,77130-70A00-5WA,77140-70A00-5WA,12623M60A00,53410M83310,12140M63E60,11115",21,Ministry of Defence Department of Military Affairs,2025-11-01T12:12:10Z,2025-11-01T12:12:10Z,No
GEM/2025/B/6846638,"Curtains (V2),Curtains (V2)",36,Ministry of Home Affairs Women Safety Division,2025-11-01T12:03:20Z,2025-11-01T12:03:20Z,No
GEM/2025/B/6846796,"NK000278,NK000276,NK001486,NK000232,NK000879",17,Ministry of Defence Department of Military Affairs,2025-11-01T12:27:11Z,2025-11-01T12:27:11Z,No
GEM/2025/B/6846522,"O RING,O RING",48,Ministry of Defence Department of Defence,2025-11-01T12:15:51Z,2025-11-01T12:15:51Z,No
GEM/2025/B/6799796,Voltage Transformer - Dual Purpose - Outdoor as per IS 3156,5,"Electricity Department, Andaman & Nicobar",2025-11-01T12:28:32Z,2025-11-01T12:28:32Z,No
GEM/2025/B/6846277,"STORME NK000458,T-815 443-612-186-000,DZIRENK000798,STORME G2789-1810-5302,TATA TO656000126",7,Ministry of Defence Department of Military Affairs,2025-11-01T10:59:26Z,2025-11-01T10:59:26Z,No
GEM/2025/B/6841118,Monthly Basis Cab & Taxi Hiring Services - MUV; 2500 km x 320 hours; Local,5,"Electricity Department, Andaman & Nicobar",2025-11-01T11:06:33Z,2025-11-01T11:06:33Z,No
GEM/2025/B/6846332,"HDPE Bucket (V2) Conforming to IS 3730,HDPE Bucket (V2) Conforming to IS 3730,Waste Container (V3)",37,Ministry of Home Affairs Women Safety Division,2025-11-01T11:25:43Z,2025-11-01T11:25:43Z,No
GEM/2025/B/6846063,REPAIR/SERVICEABILITY CHECKS OF LG TELEVISION,1,Ministry of Defence Department of Military Affairs,2025-11-01T09:59:47Z,2025-11-01T09:59:47Z,No
GEM/2025/B/6846055,REPAIR/SERVICEABILITY CHECKS OF E-RICKSHAW,1,Ministry of Defence Department of Military Affairs,2025-11-01T09:55:41Z,2025-11-01T09:55:41Z,No
GEM/2025/B/6846049,REPAIR/REFURBISHMENT OF SENIOR SAILOR BAR COUNTER,1,Ministry of Defence Department of Military Affairs,2025-11-01T09:53:03Z,2025-11-01T09:53:03Z,No
GEM/2025/B/6846040,REPAIR/SERVICEABILITY CHECKS OF BOOM BARRIER AT NTS MAIN GATE,1,Ministry of Defence Department of Military Affairs,2025-11-01T09:50:33Z,2025-11-01T09:50:33Z,No
GEM/2025/B/6844143,Online UPS (?10 KVA) Without Battery Conforming To IS 16242 (Part 1),5,Port Blair,2025-10-31T14:49:35Z,2025-10-31T14:49:35Z,No
GEM/2025/B/6844031,Procurement of Arm Rest Cable for ICGS C-415,1,Ministry of Defence Department of Defence,2025-10-31T14:46:23Z,2025-10-31T14:46:23Z,No
GEM/2025/B/6841709,Repair and Overhauling Service - 3821 OVERHAULING OF RMT CNC HEAVY DUTY LATHE MACHINE NSRY SVP; RMT,1,Ministry of Defence Department of Military Affairs,2025-10-30T19:10:54Z,2025-10-30T19:10:54Z,No
GEM/2025/B/6742828,Repair and Overhauling Service - 4571 RRC FOR SUPERSTRUCTURE WEATHER DECK ASSOCIATED FITTINGS ALUMI,1,Ministry of Defence Department of Military Affairs,2025-10-30T19:00:05Z,2025-10-30T19:00:05Z,No
GEM/2025/B/6736229,Repair and Overhauling Service - 4546 REPAIR RATE  CONTRACT FOR BOAT WORKS ONBOARD IN SHIPS FDNs  Y,1,Ministry of Defence Department of Military Affairs,2025-10-30T19:02:30Z,2025-10-30T19:02:30Z,No
GEM/2025/B/6659274,"Waiting Area / Airport Terminal / Public Place / Reception area Chair or Seat (V2),Steel Shelving C",75,Animal Husbandry and Veterinary Services Department Andaman & Nicobar,2025-09-26T10:07:56Z,2025-09-26T10:07:56Z,No
GEM/2025/B/6741674,"Apparatus Anaesthesia Basic,Cylinder oxygen Bull nose fitting fine Adjustment valve with pressure g",165,Ministry of Defence Department of Military Affairs,2025-10-31T08:00:08Z,2025-10-31T08:00:08Z,No
GEM/2025/B/6725984,"HAND FOOT AND CLOTHING CONTAMINATION MONITOR,TELESCOPIC RADIATION SURVEY METER,DIGITAL AREA MONITOR",3,Ministry of Defence Department of Military Affairs,2025-10-31T07:55:24Z,2025-10-31T07:55:24Z,No
GEM/2025/B/6823503,"Arvi,Baby Corn,Beans Broad,Beans French,Beans Long,Beet Root,Bitter Guard,Bottle Guard,Brinjal,Brin",557300,Ministry of Defence Department of Military Affairs,2025-10-31T12:40:35Z,2025-10-31T12:40:35Z,No
GEM/2025/B/6844143,Online UPS (?10 KVA) Without Battery Conforming To IS 16242 (Part 1),5,Port Blair,2025-10-31T14:49:35Z,2025-10-31T14:49:35Z,No
GEM/2025/B/6844031,Procurement of Arm Rest Cable for ICGS C-415,1,Ministry of Defence Department of Defence,2025-10-31T14:46:23Z,2025-10-31T14:46:23Z,No
GEM/2025/B/6845419,FABRICATION OF COLOUR CODING DISPLAY BOARD FOR CENTRALISED TOOL CONTROL,1,Ministry of Defence Department of Defence,2025-10-31T18:13:12Z,2025-10-31T18:13:12Z,No
GEM/2025/B/6845381,FABRICATION OF TOOL CONTROL TALLY BOX WITH TALLIES FOR CENTRALISED TOOL CONTROL,1,Ministry of Defence Department of Defence,2025-10-31T18:01:29Z,2025-10-31T18:01:29Z,No
GEM/2025/B/6819154,"Short Term Cab & Taxi Hiring Services - Premium SUV; Local 24*7; 120Kms x 12Hrs,Short Term Cab & Ta",7,Rural Development & Panchayat Department Andaman,2025-10-31T18:41:56Z,2025-10-31T18:41:56Z,No
GEM/2025/B/6746861,"Linseed Oil Boiled,Oil and Grease Remover,Terracotta Paint Yellow,Thinner,Turpentine Oil Solvent,Wa",27400,Ministry of Defence Department of Defence,2025-10-31T18:43:00Z,2025-10-31T18:43:00Z,No
GEM/2025/B/6858276,"Nitrogen, Compressed Gas and Liquid conforming to IS 1747",28,Ministry of Defence Department of Military Affairs,2025-11-05T14:16:07Z,2025-11-05T14:16:07Z,No
GEM/2025/B/6699570,"N4020-001916 POLYSTER DOUBLE BRAIDED ROPE 16MM,N4020-000353 ROPE NYLON 8 STRAND PLAITED DIA 64MM CI",4245,Ministry of Defence Department of Military Affairs,2025-10-14T14:56:25Z,2025-10-14T14:56:25Z,No
GEM/2025/B/6857869,"FLOW SENSOR COMPATIBLE WITH HAMILTON C1/C1 NEO/T1/T1/MILITARY/MR1/C2/C3/C6/G5/S1 GALILEO, RAPHAEL C",2,Ministry of Defence Department of Military Affairs,2025-11-05T12:06:01Z,2025-11-05T12:06:01Z,No
GEM/2025/B/6858876,"Repair, Maintenance, and Installation of Plant/ Systems/Equipments (Version 2) - Office Space; E 53",1,Ministry of Defence Department of Defence,2025-11-05T17:44:53Z,2025-11-05T17:44:53Z,No
GEM/2025/B/6858903,"Repair, Maintenance, and Installation of Plant/ Systems/Equipments (Version 2) - Office Space; E 61",1,Ministry of Defence Department of Defence,2025-11-05T17:57:19Z,2025-11-05T17:57:19Z,No
GEM/2025/B/6853162,"Dual Wireless Gooseneck Mic,XLR Female to Mono 2M,XLR Male to Mono Jack 2M,Mono to TRS 2M,Mono to T",23,Ministry of Defence Department of Military Affairs,2025-11-04T10:03:29Z,2025-11-04T10:03:29Z,No
GEM/2025/B/6853132,"Quarternary Ammonium Compound Based Surface Cleaner, Liquid",100,Police Department Andaman & Nicobar,2025-11-04T10:10:19Z,2025-11-04T10:10:19Z,No
GEM/2025/B/6775714,"Transportation of Fish Cage Components from NIOT, Chennai to ACOSTI, Sri Vijayapuram",2,Ministry of Earth Sciences Department of Earth Sciences,2025-10-14T09:31:32Z,2025-10-14T09:31:32Z,No
GEM/2025/B/6853191,"Foot Operated Pedal Bin or Bucket for Bio - Medical Waste Collection,Foot Operated Pedal Bin or Buc",10,Police Department Andaman & Nicobar,2025-11-04T10:17:25Z,2025-11-04T10:17:25Z,No
GEM/2025/B/6853098,"Quarternary Ammonium Compound Based Surface Cleaner, Liquid",100,Police Department Andaman & Nicobar,2025-11-04T10:15:32Z,2025-11-04T10:15:32Z,No
GEM/2025/B/6723312,Correspondence Envelopes (V3) Conforming to IS 13892,14000,Health Department Andaman & Nicobar,2025-11-04T13:05:36Z,2025-11-04T13:05:36Z,No
GEM/2025/B/6784568,High End Laptop - Notebook,1,Education Department Andaman & Nicobar,2025-11-04T12:27:17Z,2025-11-04T12:27:17Z,No
GEM/2025/B/6838966,Manpower Outsourcing Services - Minimum wage - Skilled; High School; Others,1,"Tribal welfare Department, Andaman & Nicobar",2025-11-06T12:44:24Z,2025-11-06T12:44:24Z,No
GEM/2025/B/6845563,Exchanger Heat (Part No-4963507,1,Ministry of Defence Department of Defence,2025-10-31T18:57:41Z,2025-10-31T18:57:41Z,No
GEM/2025/B/6819222,Bus Hiring Service - Short Term - Local 24*7; 46-48; Semi Deluxe (SDX); 100,3,Rural Development & Panchayat Department Andaman,2025-10-31T18:45:15Z,2025-10-31T18:45:15Z,No
GEM/2025/B/6845419,FABRICATION OF COLOUR CODING DISPLAY BOARD FOR CENTRALISED TOOL CONTROL,1,Ministry of Defence Department of Defence,2025-10-31T18:13:12Z,2025-10-31T18:13:12Z,No
GEM/2025/B/6845381,FABRICATION OF TOOL CONTROL TALLY BOX WITH TALLIES FOR CENTRALISED TOOL CONTROL,1,Ministry of Defence Department of Defence,2025-10-31T18:01:29Z,2025-10-31T18:01:29Z,No
GEM/2025/B/6850050,"Repair, Maintenance, and Installation of Plant/ Systems/Equipments (Version 2) - Commercial; Vehicl",1,"Electricity Department, Andaman & Nicobar",2025-11-04T11:07:53Z,2025-11-04T11:07:53Z,No
GEM/2025/B/6722858,"Financial Audit Services - Review of Financial Statements, Quarterly eTDS Return filling in Form 24",1,Ministry of Skill Development and Entrepreneurship NA,2025-09-24T15:39:35Z,2025-09-24T15:39:35Z,No
GEM/2025/B/6849180,"2815-002012,2763-2520-0107,26258067,2786-0399-9977,2083-8240-9901",16,Ministry of Defence Department of Military Affairs,2025-11-03T09:31:15Z,2025-11-03T09:31:15Z,No
GEM/2025/B/6849367,"51300M80900,09320M06011,14190-80C01,2574-3375-0117,0430-175-147,5330-003017",16,Ministry of Defence Department of Military Affairs,2025-11-03T10:24:42Z,2025-11-03T10:24:42Z,No
GEM/2025/B/6844025,"AC Condenser pump, P/n- KGEC12-6B3",1,Ministry of Defence Department of Defence,2025-11-01T18:17:23Z,2025-11-01T18:17:23Z,No
GEM/2025/B/6750845,"HEATING ELEMENT 9/12KW, 415V, 50HZ,HEATING ELEMENT 12/7KW, 415V, 50HZ,HOT PLATE WITH HEATING ELEMEN",12,Ministry of Defence Department of Defence,2025-10-08T15:30:25Z,2025-10-08T15:30:25Z,No
GEM/2025/B/6748267,HEATING ELEMENT 14KW/36KW 415V EECCA021-AF-2,5,Ministry of Defence Department of Defence,2025-10-08T15:23:57Z,2025-10-08T15:23:57Z,No
GEM/2025/B/6811390,Goods Transport Service – Per Trip based  Service - Food Grains; Closed Body LCV Truck; 17 FT LCV,36,Civil Supplies and Consumer Affairs Department Andaman & Nicobar,2025-11-03T11:18:43Z,2025-11-03T11:18:43Z,No
GEM/2025/B/6811342,Goods Transport Service – Per Trip based  Service - Food Grains; Closed Body LCV Truck; 17 FT LCV,36,Civil Supplies and Consumer Affairs Department Andaman & Nicobar,2025-11-03T11:47:42Z,2025-11-03T11:47:42Z,No
GEM/2025/B/6812341,Goods Transport Service – Per Trip based  Service - Food Grains; Closed Body LCV Truck; 17 FT LCV,36,Civil Supplies and Consumer Affairs Department Andaman & Nicobar,2025-11-03T10:34:26Z,2025-11-03T10:34:26Z,No
GEM/2025/B/6805978,Goods Transport Service – Per Trip based  Service - Food Grains; Closed Body LCV Truck; 17 FT LCV,36,Civil Supplies and Consumer Affairs Department Andaman & Nicobar,2025-11-03T10:40:45Z,2025-11-03T10:40:45Z,No
GEM/2025/B/6812491,Goods Transport Service – Per Trip based  Service - Food Grains; Closed Body LCV Truck; 17 FT LCV,36,Civil Supplies and Consumer Affairs Department Andaman & Nicobar,2025-11-03T10:49:14Z,2025-11-03T10:49:14Z,No
GEM/2025/B/6812466,Goods Transport Service – Per Trip based  Service - Food Grains; Closed Body LCV Truck; 17 FT LCV,36,Civil Supplies and Consumer Affairs Department Andaman & Nicobar,2025-11-03T11:08:06Z,2025-11-03T11:08:06Z,No
GEM/2025/B/6812447,Goods Transport Service – Per Trip based  Service - Food Grains; Closed Body LCV Truck; 17 FT LCV,36,Civil Supplies and Consumer Affairs Department Andaman & Nicobar,2025-11-03T11:01:22Z,2025-11-03T11:01:22Z,No
GEM/2025/B/6812390,Goods Transport Service – Per Trip based  Service - Food Grains; Closed Body LCV Truck; 17 FT LCV,36,Civil Supplies and Consumer Affairs Department Andaman & Nicobar,2025-11-03T11:13:06Z,2025-11-03T11:13:06Z,No
GEM/2025/B/6810835,Goods Transport Service – Per Trip based  Service - Food Grains; Closed Body LCV Truck; 17 FT LCV,36,Civil Supplies and Consumer Affairs Department Andaman & Nicobar,2025-11-03T11:31:36Z,2025-11-03T11:31:36Z,No
GEM/2025/B/6857493,"TAB TOFACITINIB 5 MG,CAP TACROLIMUS 1.5 MG,UREA 10-12 PRECENT, LACTIC ACID 5-10 PERCENT CREAM OF 50",510,Ministry of Defence Department of Military Affairs,2025-11-05T10:59:06Z,2025-11-05T10:59:06Z,No
GEM/2025/B/6660838,PROCUREMENT OF AIR COMPRESSOR,1,Ministry of Defence Department of Military Affairs,2025-11-05T11:16:13Z,2025-11-05T11:16:13Z,No
GEM/2025/B/6857044,Monthly Basis Cab & Taxi Hiring Services - MUV; 3000 Km x 364 hours; Outstation,1,Ministry of Environment Forest and Climate Change NA,2025-11-04T20:01:47Z,2025-11-04T20:01:47Z,No
GEM/2025/B/6725638,"EH8015D-502-10-043-21 PRESSURE SAFETY VALVE FOR CONDENSER RECEIVER,EH8015D 502-10 043-37 GLOBE VALV",1609,Ministry of Defence Department of Military Affairs,2025-10-21T17:47:16Z,2025-10-21T17:47:16Z,No
GEM/2025/B/6697418,"ER6150B-100200125070 SEAL RETAINER,ER6150B-100200125071 WICK LONG TAB,ER6150B-101014 SOLENOID VALVE",3457,Ministry of Defence Department of Military Affairs,2025-10-21T17:39:20Z,2025-10-21T17:39:20Z,No
GEM/2025/B/6697243,"EL3020B-IPMS101020501 ANALOG OUTPUT MODULE,EL3020B-IPMS101020601 VME IP CARRIER,EL3020B-IPMS1019J3Q",69,Ministry of Defence Department of Military Affairs,2025-10-13T10:49:54Z,2025-10-13T10:49:54Z,No
GEM/2025/B/6694942,"EK3080B-VEC-21 SIREN TYPHOON TYPE WITH SOLENOID VALVE WITH SPARES AND DOCUMENT,EK3080B-KA-75A209 DI",15,Ministry of Defence Department of Military Affairs,2025-10-13T10:37:36Z,2025-10-13T10:37:36Z,No
GEM/2025/B/6687731,"EL3020B-3PH380VACOS50A 50A 380V 50HZ 3PH AUTO CHANGE OVER SWITC,EL3020B-3PH415VACDS50A S0A 415V50HZ",4824,Ministry of Defence Department of Military Affairs,2025-10-13T10:28:58Z,2025-10-13T10:28:58Z,No
GEM/2025/B/6683199,"EH3370V-101100010 VPC CONTROLLER,EH3370V-64555-1 ANALOGE INPUT MODULE 8 IN,EH3370-71028-M55 POWER S",179,Ministry of Defence Department of Military Affairs,2025-10-13T10:52:14Z,2025-10-13T10:52:14Z,No
GEM/2025/B/6680449,"EK9938V-DMA361070002 EMLOG V3 MASTER UNIT,EK9938V-DMA361070003 DISTRIBUTION UNIT,EK9938V-DMA3610700",240,Ministry of Defence Department of Military Affairs,2025-10-13T10:31:13Z,2025-10-13T10:31:13Z,No
GEM/2025/B/6830518,"Pest and Animal Control Service - Maintenance Contract; As per Annexure III; Rodent Control,Pest an",93862,Andaman and Nicobar Islands Integrated Development Corporation Limited (ANIIDCO),2025-11-04T15:48:31Z,2025-11-04T15:48:31Z,No
GEM/2025/B/6801085,"LED Batten,LED Bulb with Battery as per IS 16102",800,Health Department Andaman & Nicobar,2025-11-04T16:56:32Z,2025-11-04T16:56:32Z,No
GEM/2025/B/6856365,"NK001825,NK000050,NK000051,NK000054,NK000059,NK000069,NK000074,NK000531,NK000738",52,Ministry of Defence Department of Military Affairs,2025-11-04T17:11:18Z,2025-11-04T17:11:18Z,No
GEM/2025/B/6856323,"Gash Bag Large,Gash Bag Medium,Gash Bag Small,Harpic 1by 2 Ltr,Phenyl,Hand wash Refil,Hand Wash Dis",802,Ministry of Defence Department of Military Affairs,2025-11-04T17:09:42Z,2025-11-04T17:09:42Z,No
GEM/2025/B/6857044,Monthly Basis Cab & Taxi Hiring Services - MUV; 3000 Km x 364 hours; Outstation,1,Ministry of Environment Forest and Climate Change NA,2025-11-04T20:01:47Z,2025-11-04T20:01:47Z,No
GEM/2025/B/6850909,"Manpower Outsourcing Services - Minimum wage - Skilled; Graduate; Admin,Manpower Outsourcing Servic",2,"Ministry of Ports, Shipping and Waterways NA",2025-11-04T19:11:54Z,2025-11-04T19:11:54Z,No
GEM/2025/B/6725638,"EH8015D-502-10-043-21 PRESSURE SAFETY VALVE FOR CONDENSER RECEIVER,EH8015D 502-10 043-37 GLOBE VALV",1609,Ministry of Defence Department of Military Affairs,2025-10-21T17:47:16Z,2025-10-21T17:47:16Z,No
GEM/2025/B/6697418,"ER6150B-100200125070 SEAL RETAINER,ER6150B-100200125071 WICK LONG TAB,ER6150B-101014 SOLENOID VALVE",3457,Ministry of Defence Department of Military Affairs,2025-10-21T17:39:20Z,2025-10-21T17:39:20Z,No
GEM/2025/B/6697243,"EL3020B-IPMS101020501 ANALOG OUTPUT MODULE,EL3020B-IPMS101020601 VME IP CARRIER,EL3020B-IPMS1019J3Q",69,Ministry of Defence Department of Military Affairs,2025-10-13T10:49:54Z,2025-10-13T10:49:54Z,No
GEM/2025/B/6694942,"EK3080B-VEC-21 SIREN TYPHOON TYPE WITH SOLENOID VALVE WITH SPARES AND DOCUMENT,EK3080B-KA-75A209 DI",15,Ministry of Defence Department of Military Affairs,2025-10-13T10:37:36Z,2025-10-13T10:37:36Z,No
GEM/2025/B/6838097,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,13,Ministry of Defence Department of Military Affairs,2025-10-30T15:05:42Z,2025-10-30T15:05:42Z,No
GEM/2025/B/6660009,11 or 33 kV Outdoor Live Tank Current Transformer (BHEL),9,"Electricity Department, Andaman & Nicobar",2025-10-25T10:42:49Z,2025-10-25T10:42:49Z,No
GEM/2025/B/6641213,"Cafeteria Chair,Metal Storage Cabinet",160,Health Department Andaman & Nicobar,2025-10-27T11:45:08Z,2025-10-27T11:45:08Z,No
GEM/2025/B/6641136,"Composite Office Tables confirming to IS 8126 (V2),Modular Table / Meeting Table / Centre Table (V2",106,Health Department Andaman & Nicobar,2025-10-27T12:15:29Z,2025-10-27T12:15:29Z,No
GEM/2025/B/6640948,Waiting Area / Airport Terminal / Public Place / Reception area Chair or Seat (V2),3,Health Department Andaman & Nicobar,2025-10-27T12:33:19Z,2025-10-27T12:33:19Z,No
GEM/2025/B/6640890,Tables - Handcrafted,2,Health Department Andaman & Nicobar,2025-10-27T12:46:54Z,2025-10-27T12:46:54Z,No
GEM/2025/B/6692894,"N9515-P009756 DMR249A STEEL PLATES THKXLXW 3 15 X8000TO 10000X1250TO1500MM,N9515-013252 DMR 249A ST",194000,Ministry of Defence Department of Military Affairs,2025-10-13T12:14:08Z,2025-10-13T12:14:08Z,No
GEM/2025/B/6767328,Multifunction Machine MFM (V2),15,Education Department Andaman & Nicobar,2025-11-04T15:22:36Z,2025-11-04T15:22:36Z,No
GEM/2025/B/6703200,Steel Clothes Lockers (V3) confirming to IS 3314,21,Health Department Andaman & Nicobar,2025-11-04T15:27:19Z,2025-11-04T15:27:19Z,No
GEM/2025/B/6853937,Battery Secondary Lead Acid MT Type (Defence),8,"Electricity Department, Andaman & Nicobar",2025-11-04T15:30:08Z,2025-11-04T15:30:08Z,No
GEM/2025/B/6845419,FABRICATION OF COLOUR CODING DISPLAY BOARD FOR CENTRALISED TOOL CONTROL,1,Ministry of Defence Department of Defence,2025-10-31T18:13:12Z,2025-10-31T18:13:12Z,No
GEM/2025/B/6845381,FABRICATION OF TOOL CONTROL TALLY BOX WITH TALLIES FOR CENTRALISED TOOL CONTROL,1,Ministry of Defence Department of Defence,2025-10-31T18:01:29Z,2025-10-31T18:01:29Z,No
GEM/2025/B/6819154,"Short Term Cab & Taxi Hiring Services - Premium SUV; Local 24*7; 120Kms x 12Hrs,Short Term Cab & Ta",7,Rural Development & Panchayat Department Andaman,2025-10-31T18:41:56Z,2025-10-31T18:41:56Z,No
GEM/2025/B/6746861,"Linseed Oil Boiled,Oil and Grease Remover,Terracotta Paint Yellow,Thinner,Turpentine Oil Solvent,Wa",27400,Ministry of Defence Department of Defence,2025-10-31T18:43:00Z,2025-10-31T18:43:00Z,No
GEM/2025/B/6845563,Exchanger Heat (Part No-4963507,1,Ministry of Defence Department of Defence,2025-10-31T18:57:41Z,2025-10-31T18:57:41Z,No
GEM/2025/B/6819222,Bus Hiring Service - Short Term - Local 24*7; 46-48; Semi Deluxe (SDX); 100,3,Rural Development & Panchayat Department Andaman,2025-10-31T18:45:15Z,2025-10-31T18:45:15Z,No
GEM/2025/B/6784568,High End Laptop - Notebook,1,Education Department Andaman & Nicobar,2025-11-04T12:27:17Z,2025-11-04T12:27:17Z,No
GEM/2025/B/6692894,"N9515-P009756 DMR249A STEEL PLATES THKXLXW 3 15 X8000TO 10000X1250TO1500MM,N9515-013252 DMR 249A ST",194000,Ministry of Defence Department of Military Affairs,2025-10-13T12:14:08Z,2025-10-13T12:14:08Z,No
GEM/2025/B/6854648,"Vice Bench,Fan Pedestal,Fan Wall Mounted,Battery Charger,Grass Cutting Machine",8,Ministry of Defence Department of Military Affairs,2025-11-04T14:56:03Z,2025-11-04T14:56:03Z,No
GEM/2025/B/6723054,Atta as per IS 1155,1800,"Social Welfare Department, Andaman & Nicobar",2025-10-13T12:27:24Z,2025-10-13T12:27:24Z,No
GEM/2025/B/6867368,Repair and Overhauling Service - Two Wheeler - Motor Cycles and Scooters and Mopeds; BAJAJ; Yes; Bu,1,Ministry of Defence Department of Military Affairs,2025-11-08T18:59:55Z,2025-11-08T18:59:55Z,No
GEM/2025/B/6836868,Repair and Overhauling Service - DEFECT RECTIFICATION ON FDS SL L-025 FOR C-416; DEFECT RECTIFICATI,1,Ministry of Defence Department of Defence,2025-11-02T16:05:14Z,2025-11-02T16:05:14Z,No
GEM/2025/B/6870588,STERILIZED SURGICAL SUTURE (CATGUT CHROMIC NO 1 (PRE-KNOTTED LOOP LIGATURE FOR ENDO SURGERY) 50 CM,3,Ministry of Defence Department of Military Affairs,2025-11-09T10:37:59Z,2025-11-09T10:37:59Z,No
GEM/2025/B/6870618,"TAB TAMSULOSIN HCL & DUTASTERIDE (0.4 MG+ 0.5MG),TAB CARBIMAZOLE 20 MG,GLYCOPYRRONIUM AND FORMOTERO",849,Ministry of Defence Department of Military Affairs,2025-11-09T11:04:05Z,2025-11-09T11:04:05Z,No
