Bid No,Items,Quantity,Department Name And Address,Start Date,End Date,RA available
GEM/2025/B/6850581,Custom Bid for Services - Repairing of IACSV clutch - 1NO,1,Ministry of Defence Department of Defence Production,2025-11-03T13:51:06Z,2025-11-03T13:51:06Z,No
GEM/2025/B/6781527,Fume extraction unit for filteration of soldering fumes,30,PMO Department of Atomic Energy,2025-11-03T13:47:05Z,2025-11-03T13:47:05Z,No
GEM/2025/B/6820060,BULLET RESISTANT HELMET,38,Ministry of Defence Department of Defence Research & Development,2025-10-24T15:04:53Z,2025-10-24T15:04:53Z,No
GEM/2025/B/6816239,BULLET RESISTANT VEST,12,Ministry of Defence Department of Defence Research & Development,2025-10-23T16:13:40Z,2025-10-23T16:13:40Z,No
GEM/2025/B/6850684,Selection of a bidder for Development of Indian Additive Manufacturing Ecosystem Digital Twin,1,Ministry of Electronics and Information Technology Department of Electronics and Information Technology,2025-11-03T14:39:11Z,2025-11-03T14:39:11Z,No
GEM/2025/B/6836471,"M2OUV4LENS 1Drwg No 131 13 01 06 01 02,M2OUV4LENS 2Drwg No 131 13 01 06 01 04,M2OUV4LENS 3Drwg No 1",165,Ministry of Defence Department of Defence Production,2025-11-03T14:45:31Z,2025-11-03T14:45:31Z,No
GEM/2025/B/6851039,"555 Timer IC,741 Operational Amp,Resistors one by two W 1 Kilo ohms,Resistors one by two W 220 ohms",3709,Ministry of Skill Development and Entrepreneurship Directorate General of Training,2025-11-03T15:14:23Z,2025-11-03T15:14:23Z,No
GEM/2025/B/6856704,Fire Resisting Record Protection Cabinets (FRRC) as per IS 14203,34,Ministry of Finance REGIONAL RURAL BANKS,2025-11-04T18:53:54Z,2025-11-04T18:53:54Z,No
GEM/2025/B/6837029,Security Manpower Service (Version 2.0) - Office/Commercial/Institutions/ Residential; Unarmed Secu,13,Comptroller and Auditor General (CAG) of India NA,2025-11-04T18:56:54Z,2025-11-04T18:56:54Z,No
GEM/2025/B/6856988,13.6 INCH LAPTOP WITH MAC OS,4,Ministry of Defence Department of Defence Research & Development,2025-11-04T19:19:12Z,2025-11-04T19:19:12Z,No
GEM/2025/B/6856911,Multifunction Machine MFM (V2),1,Ministry of Defence Department of Defence Research & Development,2025-11-04T19:22:15Z,2025-11-04T19:22:15Z,No
GEM/2025/B/6832647,"SPIN 12 OIL,MACHINE TOOL WAY OIL OF GRADE 32,SYSTEM 46,HLP 46,SYSTEM 68,TRICHLOROETHYLENE,GEM 2 GRE",8792,Ministry of Defence Department of Defence Research & Development,2025-10-28T17:06:49Z,2025-10-28T17:06:49Z,No
GEM/2025/B/6856957,Safes (V3) ISI Marked to IS 550,1,Ministry of Finance Department of Financial Services,2025-11-04T19:04:27Z,2025-11-04T19:04:27Z,No
GEM/2025/B/6851322,"COPPER PLATES 600 PLUS 10 L X 600 PLUS 10 W X 30 PLUS 1 T MM,COPPER PLATES 600 PLUS 10 L X 600 PLUS",35,Ministry of Defence Department of Defence Research & Development,2025-11-03T16:26:30Z,2025-11-03T16:26:30Z,No
GEM/2025/B/6835603,"WIRELESS HDMI VIDEO TRANSMISSION RECEIPTION & RECORDING SYSTEM,WALKIE-TALKIE WITH ACCESSORIES,RANGE",9,Ministry of Defence Department of Defence Research & Development,2025-10-29T15:38:11Z,2025-10-29T15:38:11Z,No
GEM/2025/B/6834106,"UTRASONIC THICKNESS GAUGE STEEL LED 0 63MM 500MM,DIGITAL SHORE HARDNESS TESTER,LCD DISPLAY CALIPERS",7,Ministry of Defence Department of Defence Research & Development,2025-10-29T10:48:02Z,2025-10-29T10:48:02Z,No
GEM/2025/B/6804872,Manpower Outsourcing Services - Minimum wage - Unskilled; Secondary School; Admin,13,Comptroller and Auditor General (CAG) of India NA,2025-11-04T19:14:31Z,2025-11-04T19:14:31Z,No
GEM/2025/B/6847558,Monthly Basis Cab & Taxi Hiring Services - MUV; 2500 km x 320 hours; Outstation 24*7,1,Ministry of Railways Indian Railways,2025-11-01T15:23:40Z,2025-11-01T15:23:40Z,No
GEM/2025/B/6840037,Modular Piano Type Domestic Electrical Switches as per IS 3854,1000,Ministry of Railways Indian Railways,2025-11-01T15:40:16Z,2025-11-01T15:40:16Z,No
GEM/2025/B/6855924,CUSTOMIZED PORTABLE RF AND GPS DISRUPT MODULE,2,Ministry of Defence Department of Defence Research & Development,2025-11-04T16:18:52Z,2025-11-04T16:18:52Z,No
GEM/2025/B/6853060,Supply of SAM ULPGM V2 as per SoW,80,Ministry of Defence Department of Defence Production,2025-11-04T16:25:37Z,2025-11-04T16:25:37Z,No
GEM/2025/B/6851404,Solid Cushion Tyres (V3),6,Ministry of Railways Indian Railways,2025-11-04T16:20:53Z,2025-11-04T16:20:53Z,No
GEM/2025/B/6855630,high performance power supplies,2,Ministry of Defence Department of Defence Research & Development,2025-11-04T15:53:04Z,2025-11-04T15:53:04Z,No
GEM/2025/B/6855532,"Supply of 3 TR Ductable type Inverter type Aircooled split AC unit,Installation Testing and Commiss",82,Ministry of Communications Department of Telecommunications (DOT),2025-11-04T15:45:47Z,2025-11-04T15:45:47Z,No
GEM/2025/B/6853809,PRECISION COATING THICKNESS GAUGE,1,Ministry of Defence Department of Defence Research & Development,2025-11-04T15:47:43Z,2025-11-04T15:47:43Z,No
GEM/2025/B/6853212,MOBILE COMPUTER WORKSTATION,3,Ministry of Defence Department of Defence Research & Development,2025-11-04T15:45:56Z,2025-11-04T15:45:56Z,No
GEM/2025/B/6848142,Tablet Computer (V2),200,Ministry of Finance Department of Financial Services,2025-11-04T16:06:14Z,2025-11-04T16:06:14Z,No
GEM/2025/B/6677670,High Pressure Washer,1,Ministry of Railways Indian Railways,2025-11-03T11:48:25Z,2025-11-03T11:48:25Z,No
GEM/2025/B/6838584,Storage Rack for Chemicals,4,Ministry of Railways Indian Railways,2025-11-03T11:50:11Z,2025-11-03T11:50:11Z,No
GEM/2025/B/6831905,Impact Wrench,12,Ministry of Railways Indian Railways,2025-11-03T11:46:21Z,2025-11-03T11:46:21Z,No
GEM/2025/B/6840337,Piano Type Modular Domestic Electrical sockets - IS 1293,1000,Ministry of Railways Indian Railways,2025-11-03T10:56:49Z,2025-11-03T10:56:49Z,No
GEM/2025/B/6840174,Piano Type Modular Domestic Electrical sockets - IS 1293,750,Ministry of Railways Indian Railways,2025-11-03T10:51:49Z,2025-11-03T10:51:49Z,No
GEM/2025/B/6849637,"Handle Door RH,Joint Assy Universal,Coolant Pump Assy,Brake Manual Valve 961 702 000 0,Control Valv",29,Ministry of Defence Department of Military Affairs,2025-11-03T11:14:49Z,2025-11-03T11:14:49Z,No
GEM/2025/B/6785104,"HDPE Woven Bags of Size 40x30,HEPE Woven Bags of Size 50x50",25000,Ministry of Finance Department of Economic Affairs,2025-11-03T11:09:31Z,2025-11-03T11:09:31Z,No
GEM/2025/B/6839032,3051/E3,1,Ministry of Defence Department of Military Affairs,2025-11-01T21:44:45Z,2025-11-01T21:44:45Z,No
GEM/2025/B/6838945,3050/E3,1,Ministry of Defence Department of Military Affairs,2025-11-01T21:43:36Z,2025-11-01T21:43:36Z,No
GEM/2025/B/6838847,3049/E3,1,Ministry of Defence Department of Military Affairs,2025-11-01T21:41:56Z,2025-11-01T21:41:56Z,No
GEM/2025/B/6855824,Cerawool LT– 647620 X 610 X 25 MM,200,Ministry of Defence Department of Defence Production,2025-11-05T10:47:05Z,2025-11-05T10:47:05Z,No
GEM/2025/B/6855758,Matl Code: 10152011200650 Desc: MWIR ZnS DOME-156 Drwg No,340,Ministry of Defence Department of Defence Production,2025-11-05T11:14:50Z,2025-11-05T11:14:50Z,No
GEM/2025/B/6855801,Headset (V2),200,Ministry of Civil Aviation Airports Authority of India (AAI),2025-11-05T11:22:55Z,2025-11-05T11:22:55Z,No
GEM/2025/B/6846255,"5V/50A SMPS POWER SUPPLY MODULE,15V/20A SMPS POWER SUPPLY MODULE,24V/12.5A SMPS POWER SUPPLY MODULE",394,PMO Department of Atomic Energy,2025-11-05T11:42:03Z,2025-11-05T11:42:03Z,No
GEM/2025/B/6720695,API Management Software (V2),22,Ministry of Labour and Employment Employees State Insuarnce Corporation,2025-10-18T12:36:45Z,2025-10-18T12:36:45Z,No
GEM/2025/B/6855982,"SUPPLY, INSTALLATION, COMMISSIONING & TRAINING OF ALUMINIUM WELDING MACHINE",1,Ministry of Micro Small and Medium Enterprises Ministry of Micro Small and Medium Enterprises,2025-11-05T08:01:27Z,2025-11-05T08:01:27Z,No
GEM/2025/B/6857364,"Fuse 200,Gasket,Hose 40U 16 7Bore Dia 16MM Wall Thickn,Hose 40U10 7 Dia 10MMx3.5MM Thickness,Hose 4",267,Ministry of Defence Department of Military Affairs,2025-11-05T09:35:54Z,2025-11-05T09:35:54Z,No
GEM/2025/B/6830735,"Sutures (V3),Sutures (V3),Sutures (V3),Sutures (V3),Sutures (V3),Sutures (V3),Sutures (V3),Sutures ",408,Ministry of Labour and Employment Employees State Insuarnce Corporation,2025-11-05T09:44:15Z,2025-11-05T09:44:15Z,No
GEM/2025/B/6855329,Manpower Outsourcing Services - Man-days based - As per Annexure; Semi-skilled; As per Annexure,11856,Ministry of Defence Department of Defence Production,2025-11-05T09:52:28Z,2025-11-05T09:52:28Z,No
GEM/2025/B/6855710,Hot top sleeves for 760 mm dia mould,200,Ministry of Defence Department of Defence Production,2025-11-05T10:23:09Z,2025-11-05T10:23:09Z,No
GEM/2025/B/6851991,Dslr / Compact / Handheld Camcorder Or Video Cameras (V2),2,Ministry of Railways Indian Railways,2025-11-06T10:22:49Z,2025-11-06T10:22:49Z,No
GEM/2025/B/6849744,Propeller Type AC Ventilating Fans - Exhaust Fans (V2) as per IS 2312,20,Ministry of Railways Indian Railways,2025-11-06T10:20:24Z,2025-11-06T10:20:24Z,No
GEM/2025/B/6771476,Automatic Brinell Hardness Testing Machine,1,Ministry of Defence Department of Defence Production,2025-10-09T17:25:40Z,2025-10-09T17:25:40Z,No
GEM/2025/B/6859343,"Matl Code: 10020216110000 Desc: ON-BOARD COOLANT LINE ASSEMBLY Drwg No: 131 11 04 00 00 00,Matl Cod",193,Ministry of Defence Department of Defence Production,2025-11-06T10:44:03Z,2025-11-06T10:44:03Z,No
GEM/2025/B/6859692,"Head Lamp Assy,Air Filter,Fuel Filter,Oil Filter,Black out Change over Switch,Door Lock Assy LH,Coo",21,Ministry of Defence Department of Military Affairs,2025-11-06T10:45:37Z,2025-11-06T10:45:37Z,No
GEM/2025/B/6858805,Custom Bid for Services - As per Annexure,1,Ministry of Defence Department of Defence Production,2025-11-06T10:54:48Z,2025-11-06T10:54:48Z,No
GEM/2025/B/6853366,Washing Machine - Domestic Purpose,4,Ministry of Railways Indian Railways,2025-11-06T10:55:52Z,2025-11-06T10:55:52Z,No
GEM/2025/B/6810037,"TURBO-MOLECULAR VACUUM PUMP, Make: M/s Pfeiffer Vacuum as per specification",1,PMO Department of Atomic Energy,2025-11-06T10:56:54Z,2025-11-06T10:56:54Z,No
GEM/2025/B/6859854,"Compressed Gas Nitrogen,Compressed Gas Oxygen Industrial,Gases Acetylene,Aluminium Sheet Hard 1.63M",281,Ministry of Defence Department of Military Affairs,2025-11-06T11:09:13Z,2025-11-06T11:09:13Z,No
GEM/2025/B/6858105,Supply of Tools as per Annexure-F,1,PMO Department of Atomic Energy,2025-11-06T11:10:33Z,2025-11-06T11:10:33Z,No
GEM/2025/B/6786699,LAMINATE CUTTING MACHINE,1,Ministry of Defence Department of Defence Research & Development,2025-10-28T17:08:36Z,2025-10-28T17:08:36Z,No
GEM/2025/B/6832399,"ESR FURNACE LOG SHEET BOOK,DAILY PRODUCTION REPORT , EACH PAD OF 100 SHEETS BOOK,PRINTING OF VIM FU",170,Ministry of Defence Department of Defence Production,2025-10-29T10:43:06Z,2025-10-29T10:43:06Z,No
GEM/2025/B/6827603,"Programmable DC Regulated Power Supply 40V 60A-1, 40V 38A-2, 150V 22A-2",5,Ministry of Defence Department of Defence Research & Development,2025-10-29T11:19:37Z,2025-10-29T11:19:37Z,No
GEM/2025/B/6829072,Custom Bid for Services - Eddy Current Array Testing (ECA) of Wheel Sets in LHB coaches at Coaching,1,Ministry of Railways Indian Railways,2025-10-27T18:14:46Z,2025-10-27T18:14:46Z,No
GEM/2025/B/6832748,Entry and Mid Level Desktop Computer,65,Ministry of Railways Indian Railways,2025-10-28T17:11:35Z,2025-10-28T17:11:35Z,No
GEM/2025/B/6832578,Monthly Basis Cab & Taxi Hiring Services - MUV; 2500 KM per month round the clock  24 x 7  Vehicles,3,Ministry of Railways Indian Railways,2025-10-28T19:01:55Z,2025-10-28T19:01:55Z,No
GEM/2025/B/6832451,Multispectral Target Localization Array Qty. : 01 no.,1,Ministry of Defence Department of Defence Production,2025-10-28T17:00:34Z,2025-10-28T17:00:34Z,No
GEM/2025/B/6832167,"Supply and Installation of Factory IO– One-time Ultimate edition (Software, Installation, Configu",2,Ministry of Electronics and Information Technology Department of Electronics and Information Technology,2025-10-28T17:20:25Z,2025-10-28T17:20:25Z,No
GEM/2025/B/6832038,RIGID POLYURETHANE FOAM SHEET (2000MM X 1000MM X 100MM),30,Ministry of Defence Department of Defence Research & Development,2025-10-28T15:42:27Z,2025-10-28T15:42:27Z,No
GEM/2025/B/6831980,Monthly Basis Cab & Taxi Hiring Services - SUV; 2000Km Per Month; Local 24*7,1,Ministry of Railways Indian Railways,2025-10-28T17:01:00Z,2025-10-28T17:01:00Z,No
GEM/2025/B/6844036,"13.6 INCH LAPTOP WITH MAC OS,11 INCH 512GB TAB WITH MAC OS,11 INCH 256GB TAB WITH MAC OS",4,Ministry of Defence Department of Defence Research & Development,2025-10-31T14:42:36Z,2025-10-31T14:42:36Z,No
GEM/2025/B/6797073,Supply and Installation of Solder Paste Storage System,2,PMO Department of Atomic Energy,2025-10-31T14:35:41Z,2025-10-31T14:35:41Z,No
GEM/2025/B/6844153,"11 INCH 512GB TAB WITH MAC OS,15 INCH LAPTOP WITH MAC OS",4,Ministry of Defence Department of Defence Research & Development,2025-10-31T14:53:16Z,2025-10-31T14:53:16Z,No
GEM/2025/B/6827754,"Single Phase Thyristor Power Controller 160 Amps,Thyristor Power Controller 63 Amps,Thyristor Power",6,Ministry of Defence Department of Defence Research & Development,2025-10-31T14:46:21Z,2025-10-31T14:46:21Z,No
GEM/2025/B/6826683,Non Adherent Dressings (V2),5000,Ministry of Labour and Employment Employees State Insuarnce Corporation,2025-10-31T14:54:35Z,2025-10-31T14:54:35Z,No
GEM/2025/B/6844134,10130000000121 Desc: DC POWER SUPPLY MPATGM,10,Ministry of Defence Department of Defence Production,2025-10-31T15:01:40Z,2025-10-31T15:01:40Z,No
GEM/2025/B/6817692,Counter based Borehole depth measuring machine,12,PMO Department of Atomic Energy,2025-10-23T17:47:15Z,2025-10-23T17:47:15Z,No
GEM/2025/B/6804315,Lead Bricks for Gamma radiation shielding as per Annexure -1,200,PMO Department of Atomic Energy,2025-10-23T17:43:05Z,2025-10-23T17:43:05Z,No
GEM/2025/B/6825108,"Pneumatic double acting,cylinder with end position,cushioning adjustable at both ends,suitable for ",513,PMO Department of Atomic Energy,2025-10-31T18:03:17Z,2025-10-31T18:03:17Z,No
GEM/2025/B/6819714,Renewal of Adobe creative cloud software license for teams all apps for 1 year,2,Ministry of Finance Department of Economic Affairs,2025-10-31T18:11:48Z,2025-10-31T18:11:48Z,No
GEM/2025/B/6828374,"1TB INTERNAL HARD DISK SATA,2TB INTERNAL HARD DISK SATA,2TB EXTERNAL HARD DISK SATA,2TB INTERNAL HA",39,Ministry of Defence Department of Defence Research & Development,2025-10-29T12:07:26Z,2025-10-29T12:07:26Z,No
GEM/2025/B/6817811,5 TON DUAL BRIDGE LOAD CELL WITH EMBEDDED AMPLIFIER 4 TO 20MA,2,Ministry of Defence Department of Defence Research & Development,2025-10-27T14:33:16Z,2025-10-27T14:33:16Z,No
GEM/2025/B/6817502,"Split Air Conditioner Including Green AC, Wall Mount Type (V2)",114,Ministry of Communications Department of Telecommunications (DOT),2025-10-28T12:42:06Z,2025-10-28T12:42:06Z,No
GEM/2025/B/6817162,"MS3106F-36-52P,MS3106E-36-52S,MS25043-36,MS25042-36,MS-101007",80,Ministry of Defence Department of Defence Research & Development,2025-10-27T14:57:06Z,2025-10-27T14:57:06Z,No
GEM/2025/B/6814569,Supply of Cartridge Filters for Grit Blasting Application M/s Donaldson make,50,PMO Department of Atomic Energy,2025-10-27T15:48:44Z,2025-10-27T15:48:44Z,No
GEM/2025/B/6811172,IgM RF ELISA TEST KIT,864,Ministry of Labour and Employment Employees State Insuarnce Corporation,2025-10-27T13:06:50Z,2025-10-27T13:06:50Z,No
GEM/2025/B/6810990,ANTI PHOSPHOLIPID ANTI BODIES IgM/IgG ELISA TEST KIT,960,Ministry of Labour and Employment Employees State Insuarnce Corporation,2025-10-27T13:01:25Z,2025-10-27T13:01:25Z,No
GEM/2025/B/6810385,ANTI CARDIOLIPIN ANTI BODIES IgM/IgG ELISA TEST KIT,960,Ministry of Labour and Employment Employees State Insuarnce Corporation,2025-10-27T12:51:33Z,2025-10-27T12:51:33Z,No
GEM/2025/B/6810173,"Supply of Hydrofluric Acid, concentration 40% minimum, technical grade.",16,PMO Department of Atomic Energy,2025-10-27T16:45:51Z,2025-10-27T16:45:51Z,No
GEM/2025/B/6809743,"GMT make three jaw power operated, hollow high speed chuck, as per specification",4,PMO Department of Atomic Energy,2025-10-28T14:45:56Z,2025-10-28T14:45:56Z,No
GEM/2025/B/6827093,Microtome blades,40,Ministry of Labour and Employment Employees State Insuarnce Corporation,2025-11-05T14:42:46Z,2025-11-05T14:42:46Z,No
GEM/2025/B/6810692,HEAVY DUTY TAPER LOCK CAST IRON PULLEY WITH 5 V GROOVES OF B SECTION AND SIZE 7 inch PCD WITH SUITA,73,PMO Department of Atomic Energy,2025-11-05T14:43:35Z,2025-11-05T14:43:35Z,No
GEM/2025/B/6844892,high performance power supplies,2,PMO Department of Atomic Energy,2025-11-05T14:57:52Z,2025-11-05T14:57:52Z,No
GEM/2025/B/6858368,"Operation And Maintenance Of Other Machines And Plants - Assistance in operations of plants at EPC,",1,PMO Department of Atomic Energy,2025-11-05T15:10:03Z,2025-11-05T15:10:03Z,No
GEM/2025/B/6857815,HANDHELD X-RAY FLUORESCENCE SPECTROMETER,1,Ministry of Finance Department of Economic Affairs,2025-11-05T15:30:04Z,2025-11-05T15:30:04Z,No
GEM/2025/B/6786723,"Calibration Services - Electrical; PD Calibrator and RIV Calibrator; NABL Labs, ILAC; Lab",1,Ministry of Power NA,2025-10-14T10:34:03Z,2025-10-14T10:34:03Z,No
GEM/2025/B/6857668,Basic phone without camera,250,Ministry of Defence Department of Defence Production,2025-11-05T11:59:49Z,2025-11-05T11:59:49Z,No
GEM/2025/B/6855434,Operating System Software (V3),1,Ministry of Science and Technology Department of Science and Technology (DST),2025-11-05T11:59:14Z,2025-11-05T11:59:14Z,No
GEM/2025/B/6857713,Reverse Osmosis based Water Treatment System above 50 LPH Capacity (V2),1,Ministry of Railways Indian Railways,2025-11-05T12:34:50Z,2025-11-05T12:34:50Z,No
GEM/2025/B/6834584,ANA PROFILE / BLOT TEST (ANA),1280,Ministry of Labour and Employment Employees State Insuarnce Corporation,2025-11-05T13:01:23Z,2025-11-05T13:01:23Z,No
GEM/2025/B/6837011,Operation and Maintenance of Effluent/Sewage Treatment Plant - Complete System; OEM Authorised Serv,1,Ministry of Home Affairs Central Police Organisation,2025-10-29T18:15:11Z,2025-10-29T18:15:11Z,No
GEM/2025/B/6828509,Monthly Basis Cab & Taxi Hiring Services - Hatchback; 1500KM per month round the clock 24 x 7 vehic,3,Ministry of Railways Indian Railways,2025-10-29T16:31:04Z,2025-10-29T16:31:04Z,No
GEM/2025/B/6801855,Fill Cam Assembly,4,PMO Department of Atomic Energy,2025-10-29T16:43:02Z,2025-10-29T16:43:02Z,No
GEM/2025/B/6780028,"HELICAL 18.5KW GEAR MOTOR UNIT AS PER ANNEXURE,HELICAL 3.0 KW GEAR MOTOR UNIT AS PER ANNEXURE",8,PMO Department of Atomic Energy,2025-10-29T16:47:14Z,2025-10-29T16:47:14Z,No
GEM/2025/B/6818554,"Armour grade Silicon Carbide (SiC) tiles,Armour grade Silicon Carbide (SiC) Hexagonal tiles,S-5 SiC",700,Ministry of Defence Department of Defence Research & Development,2025-10-29T19:40:36Z,2025-10-29T19:40:36Z,No
GEM/2025/B/6839474,"RF SIGNAL GENERATOR, As per Annexure-1",1,Ministry of Defence Department of Defence Production,2025-10-30T13:16:35Z,2025-10-30T13:16:35Z,No
GEM/2025/B/6840170,"O RING CAGEDrwg No 7300 13 01 00 00 02,ORING PCDrwg No 7300 13 01 02 00 04,ORING RDDrwg No 7300 13 ",720,Ministry of Defence Department of Defence Production,2025-10-30T15:13:51Z,2025-10-30T15:13:51Z,No
GEM/2025/B/6839160,Fixed Computer Workstation,4,Ministry of Science and Technology Department of Scientific and Industrial Research (DSIR),2025-10-30T15:10:46Z,2025-10-30T15:10:46Z,No
GEM/2025/B/6839908,Monthly Basis Cab & Taxi Hiring Services - Premium Sedan; 1200 km x 208 hours; Local,1,Ministry of Finance Department of Financial Services,2025-10-30T14:47:27Z,2025-10-30T14:47:27Z,No
GEM/2025/B/6839677,Supply of Signal Conditioner as per SoW,1,Ministry of Defence Department of Defence Production,2025-10-30T14:46:59Z,2025-10-30T14:46:59Z,No
GEM/2025/B/6839020,"Hp i5 all in one desktop with 24"" hd display,HP 3303 SDW color laserjet",2,Ministry of Finance Department of Revenue,2025-10-30T14:45:32Z,2025-10-30T14:45:32Z,No
GEM/2025/B/6799480,Surveillance Drone / Unmanned Aerial Vehicle (V2),2,Ministry of Railways Indian Railways,2025-10-29T15:31:42Z,2025-10-29T15:31:42Z,No
GEM/2025/B/6785289,"Register-2Q,Register-3Q,Register-4Q,Electrical insulation tape,Teflon Tape,A4 size 80 GSM paper,A4 ",1038,Ministry of Defence Department of Defence Research & Development,2025-10-29T16:12:28Z,2025-10-29T16:12:28Z,No
GEM/2025/B/6836048,USB Based Realtime spectrum analyzer,1,Ministry of Defence Department of Defence Production,2025-10-29T16:19:55Z,2025-10-29T16:19:55Z,No
GEM/2025/B/6835807,Smartlynq Data Cable ( Emulator Kit),2,Ministry of Defence Department of Defence Production,2025-10-29T16:25:24Z,2025-10-29T16:25:24Z,No
GEM/2025/B/6828912,"Argo Float Model1,Glider Model 2,Wave Rider Model 3,Mooring Model,Pakaging shipping 5,other charges",22,Ministry of Earth Sciences Department of Earth Sciences,2025-10-27T17:39:43Z,2025-10-27T17:39:43Z,No
GEM/2025/B/6828835,"NETWORK SWITCH,10G SINGLE MODE SFP MODULE-LR ENTERPRISE CLASS",36,Ministry of Defence Department of Defence Research & Development,2025-10-28T14:53:13Z,2025-10-28T14:53:13Z,No
GEM/2025/B/6828678,Supply and installation of chassis based computer network core switches in HA configuration,2,Department of Space Department of Space,2025-10-28T15:49:12Z,2025-10-28T15:49:12Z,No
GEM/2025/B/6828626,Database Management System Software (V3),14,Ministry of Power NA,2025-10-28T10:05:11Z,2025-10-28T10:05:11Z,No
GEM/2025/B/6828704,"Wave Glider 1,CTD Plus 2,Flurometer 3,ADCP 4,AWS 5,Spare CTD 6,Spare Flurometeras 7,Spare AWS 8,PMK",18,Ministry of Earth Sciences Department of Earth Sciences,2025-10-27T17:08:37Z,2025-10-27T17:08:37Z,No
GEM/2025/B/6821970,Interactive Panel,1,Home Department Telangana,2025-10-28T11:07:17Z,2025-10-28T11:07:17Z,No
GEM/2025/B/6821244,Supply of Earth Leakage Test clamp on Meter,1,PMO Department of Atomic Energy,2025-10-27T17:03:49Z,2025-10-27T17:03:49Z,No
GEM/2025/B/6826954,RENEWAL OF TREND MICRO APEX ONE END POINT SECURITY WITH INBUILT DLP+ END POINT SENSOR,1000,PMO Department of Atomic Energy,2025-10-28T16:09:26Z,2025-10-28T16:09:26Z,No
GEM/2025/B/6665746,Custom Bid for Services - Periodical cutting of wild vegetation surrounding to Hydrant / Hose Box a,1,PMO Department of Atomic Energy,2025-10-28T10:04:19Z,2025-10-28T10:04:19Z,No
GEM/2025/B/6841437,"DD Standard Keyboard Bilingual Wired Plug and Ply 2 Year Keyboard and Mouse,CPU Fan Intel,Teflon Sl",71,Ministry of Defence Department of Military Affairs,2025-10-30T17:40:46Z,2025-10-30T17:40:46Z,No
GEM/2025/B/6839397,Custom Bid for Services - Sch1- Man power Charges for Round the clock Management & maintenance of R,7,Ministry of Railways Indian Railways,2025-10-30T17:45:03Z,2025-10-30T17:45:03Z,No
GEM/2025/B/6795813,"Short Term Cab & Taxi Hiring Services - Sedan; Local; 40Kms x 5Hrs,Short Term Cab & Taxi Hiring Ser",5,Ministry of Steel Steel Authority of India Limited,2025-10-30T18:09:13Z,2025-10-30T18:09:13Z,No
GEM/2025/B/6841469,Paper-based Printing Services - Printing with Material; Book/Booklet; Offset,200,Ministry of AYUSH Central Council for Research in Ayurvedic Sciences,2025-10-30T18:23:17Z,2025-10-30T18:23:17Z,No
GEM/2025/B/6832646,Graphite crucible with Y2O3 coating as per specification,4,Ministry of Defence Department of Defence Research & Development,2025-10-30T18:41:45Z,2025-10-30T18:41:45Z,No
GEM/2025/B/6840072,Breath Analyser,10,Ministry of Civil Aviation Airports Authority of India (AAI),2025-10-30T15:34:26Z,2025-10-30T15:34:26Z,No
GEM/2025/B/6836677,HIGH PERFORMANCE DATA PROCESSING SYSTEM 256 CORE,2,Ministry of Defence Department of Defence Research & Development,2025-10-30T10:55:52Z,2025-10-30T10:55:52Z,No
GEM/2025/B/6756373,"IEPE TRIAXIAL VIBRATION SENSORS STUD MOUNTABLE,ISOLATION STUD,LOW NOISE CABLE 1 POINT 5 MTRS LENGTH",636,Ministry of Defence Department of Defence Research & Development,2025-10-29T14:25:21Z,2025-10-29T14:25:21Z,No
GEM/2025/B/6791771,"Design, Manufacture and supply of 440V, 3-Phase 4-wire PCC Panel,Erection, Installation, Testing an",2,Ministry of Defence Department of Defence Production,2025-10-15T14:23:43Z,2025-10-15T14:23:43Z,No
GEM/2025/B/6828190,"Cleaning, Sanitation and Disinfection Service - Outcome Based - Office/Commercial/Institutions/Resi",152639,Ministry of Railways Indian Railways,2025-10-29T15:26:28Z,2025-10-29T15:26:28Z,No
GEM/2025/B/6838886,4 pair CAT6 ETHERNET CABLE WITH PTFE,300,PMO Department of Atomic Energy,2025-10-31T16:16:16Z,2025-10-31T16:16:16Z,No
GEM/2025/B/6814314,End Suction Back Pullout Centrifugal pump motor assembly for water recirculation as per specificati,3,PMO Department of Atomic Energy,2025-10-31T16:25:24Z,2025-10-31T16:25:24Z,No
GEM/2025/B/6844995,"Toner Cartridges / Ink Cartridges / Consumables for Printers,Toner Cartridges / Ink Cartridges / Co",5,Ministry of Defence Department of Defence Research & Development,2025-10-31T16:57:34Z,2025-10-31T16:57:34Z,No
GEM/2025/B/6829875,3-Phase thyristor power controller -250 A as per Annexure,1,PMO Department of Atomic Energy,2025-10-31T16:51:50Z,2025-10-31T16:51:50Z,No
GEM/2025/B/6844354,"MULTI OUTPUT DC DC CONVERTER P/N: ASCON-D603R-1,MATING CONNECTOR P/N: ACD030A061A009A00",12,Ministry of Defence Department of Defence Research & Development,2025-10-31T15:55:38Z,2025-10-31T15:55:38Z,No
GEM/2025/B/6844316,Matl Code: 10020229000400 Desc: O-Rings & Gaskets Drwg No: 233A-O-Rings & Gaskets,20,Ministry of Defence Department of Defence Production,2025-10-31T15:59:47Z,2025-10-31T15:59:47Z,No
GEM/2025/B/6853985,"Heavy Duty Pilot 15cc 4x39 mm Paper Shredder,Bosch Universal Hand Tool Set,Bosch GBl 650 Profession",22,Ministry of Defence Department of Defence Research & Development,2025-11-04T11:49:04Z,2025-11-04T11:49:04Z,No
